LOTID,CREATIONDATE,MODIFICATIONDATE,MISCOTHERCOST,FEEDCOST,PROCESSINGCOST,VETCOST,RAILERWT,RAILERHEADCOUNT,RAILERSALES,CATTLECOST,TOTALPAYWTIN,TOTALOFFTRUCKWT,SEXTYPELOT,HEADINLOT,FEEDYARDPHONE,STARTPERIOD,ENDPERIOD
S238096,01/08/2023,28/11/2023,4783.35,157425.06,3723.01,751.85,1830,2,2330.17,0.01,230160,230160,ST,289,509-547-8864,01/08/2023,NULL
S217092,27/10/2021,02/08/2022,3206.73,74686.57,1639.26,1053.22,550,1,82.5,0.01,50950,50950,NULL,89,509-547-8864,27/10/2021,00:00.0
S216392,11/11/2021,01/07/2022,2786.09,116247.73,6727,2262.62,700,1,128.7,134161.75,91035,86620,HF,148,509-547-8864,11/11/2021,00:00.0
S216399,17/11/2021,02/08/2022,1956.03,68995.95,1426.22,702.36,820,1,771.25,111171.53,68715,67450,NH,110,509-547-8864,17/11/2021,00:00.0
S216346,27/09/2021,02/06/2022,5252.96,283847.09,2515.21,139.01,1040,1,1123.72,353409.58,214671,203177,HF,252,509-547-8864,27/09/2021,00:00.0
S216350,27/09/2021,02/06/2022,3959.39,195448.73,1870.11,155.1,2080,2,1879.17,250069.79,146303,138469,HF,190,509-547-8864,27/09/2021,00:00.0
S218148,21/10/2021,02/06/2022,1389.25,57015.39,3068.93,455.87,1630,2,308,0.01,46980,46980,ST,69,509-547-8864,21/10/2021,00:00.0
S218150,26/10/2021,01/04/2022,3528.14,94848.74,2047.51,77.01,1530,2,285.74,0.01,107070,107070,ST,200,509-547-8864,26/10/2021,00:00.0
S217068,05/09/2021,03/05/2022,10592.31,149354.89,1417.58,1515.86,2300,2,2135.46,223132.2,161690,161690,HF,185,509-547-8864,05/09/2021,00:00.0
S217099,08/11/2021,29/06/2022,4052.63,183375.91,2343.66,142.6,1120,1,0,271703.46,186434,180140,NULL,203,509-547-8864,08/11/2021,00:00.0
S216387,08/11/2021,29/06/2022,1378.09,66590.01,1179.98,356.23,1390,2,751.39,72130.21,47937,45310,HF,71,509-547-8864,08/11/2021,00:00.0
S217104,14/11/2021,29/06/2022,3968.51,175542.48,2269.7,676.55,1860,2,1610.71,240027.67,162897,157880,NULL,206,509-547-8864,14/11/2021,00:00.0
S218165,18/11/2021,14/09/2022,3888.85,194877.39,15582.94,2724.76,3120,4,2296.61,243904.85,155365,148270,ST,235,509-547-8864,18/11/2021,00:00.0
S229143,14/11/2022,28/11/2023,2293.15,109326.68,1646.69,1618.61,2090,3,1335.55,44385.48,30870,30140,X,89,509-547-8864,14/11/2022,NULL
S216199,22/06/2021,01/03/2022,1826.57,188557.8,2463.56,616.38,1110,1,275,0.02,164440,164440,HF,223,509-547-8864,22/06/2021,00:00.0
S217044,07/07/2021,30/12/2021,92.71,17272.91,263.22,347.19,1170,1,954.44,32978.4,31641,30470,NULL,33,509-547-8864,07/07/2021,00:00.0
S217089,22/10/2021,02/06/2022,3763.07,54655.28,1017.96,867.28,780,1,713.97,69411.5,47870,47870,NULL,68,509-547-8864,22/10/2021,00:00.0
S226217,08/11/2022,13/07/2023,4113.56,139620.16,1684.21,645.16,2290,2,2407.03,191398.19,119189,115610,HF,148,509-547-8864,08/11/2022,00:00.0
S227092,25/11/2022,08/09/2023,4350.63,224402.86,7538.61,1386.9,4610,4,5570.54,0.03,169070,169070,NULL,237,509-547-8864,25/11/2022,00:00.0
S227101,01/12/2022,07/08/2023,1986.16,82881.7,3003.36,2284.2,3540,5,1803.06,0.03,92235,90840,NULL,119,509-547-8864,01/12/2022,00:00.0
S226227,20/11/2022,13/07/2023,1646.96,57151.68,453.94,943.21,910,1,1036.06,81393.18,51856,51550,NH,68,509-547-8864,20/11/2022,00:00.0
S228154,20/11/2022,07/08/2023,1569.47,56419.74,263.83,1122.45,1110,1,1365.13,83333.25,52371,51910,NS,65,509-547-8864,20/11/2022,00:00.0
S228159,01/12/2022,01/09/2023,1133.62,36331.4,1635.03,1670.21,3660,5,2474.74,88292.48,50670,47960,NS,70,509-547-8864,01/12/2022,00:00.0
S228161,05/12/2022,07/10/2023,2231.74,110653.66,1108.2,563.43,2160,3,1846.67,122482.8,68046,67460,NS,111,509-547-8864,05/12/2022,00:00.0
S228168,06/12/2022,21/08/2023,2976.41,108258.38,668.25,957.15,6860,7,6559.94,299786.02,152950,152950,NS,150,509-547-8864,06/12/2022,00:00.0
S229622,07/12/2022,08/09/2023,2819.9,73456.46,1011.95,165.49,1930,2,1887.5,80448.36,59860,59860,HF,80,509-547-8864,07/12/2022,00:00.0
S227108,14/12/2022,07/08/2023,1319.25,60481.14,841.16,511.87,1150,1,1389.85,0.01,60328,59160,NULL,75,509-547-8864,14/12/2022,00:00.0
S226241,15/12/2022,06/11/2023,4736.41,242999.13,3114.09,629.5,6210,6,7359.26,300858.79,145878,144060,NH,261,509-547-8864,15/12/2022,00:00.0
S229624,19/12/2022,09/11/2023,2812.03,181144.87,3085.71,1193.37,11235,11,12457.15,132171.1,94720,94040,HF,154,509-547-8864,19/12/2022,NULL
S219727,22/12/2021,14/03/2023,5877.63,320765.26,5906.33,1628.83,1800,2,926.85,140903,88360,86590,HF,228,509-547-8864,22/12/2021,00:00.0
S229815,04/01/2022,08/05/2023,4909.44,237987.77,4841.84,1423.51,2910,3,2352.02,113339.29,69725,67840,ST,190,509-547-8864,04/01/2022,00:00.0
S216191,16/06/2021,10/05/2022,1960.02,157237.1,8447.13,928.94,2970,4,992.19,176919.53,136294,124111,HF,188,509-547-8864,16/06/2021,00:00.0
S227084,07/11/2022,12/06/2023,3435.33,114510.5,1388.45,544.41,4370,4,5023.86,0.01,112000,112000,NULL,127,509-547-8864,07/11/2022,00:00.0
S228156,22/11/2022,12/09/2023,3827.11,171523.98,2900.48,702.99,500,1,95.27,195148.53,98183,91848,ST,163,509-547-8864,22/11/2022,00:00.0
S227087,18/11/2022,09/10/2023,5359.75,251992.52,6805.98,1817.83,2570,3,2388.72,208148.39,121598,123070,NULL,210,509-547-8864,18/11/2022,00:00.0
S227095,27/11/2022,07/08/2023,1135.75,40051.35,1300.22,732.37,920,1,934.23,57721.92,34570,34690,NULL,51,509-547-8864,27/11/2022,00:00.0
S227106,14/12/2022,13/07/2023,1080.03,40219.73,1553.52,964.87,1860,2,1455.49,0.01,44780,44780,NULL,58,509-547-8864,14/12/2022,00:00.0
S228175,15/12/2022,08/09/2023,1273.86,72136.78,499.55,374.65,680,1,123.91,0.01,45560,45560,ST,70,509-547-8864,15/12/2022,00:00.0
S227085,08/11/2022,07/08/2023,4160,143061.26,6550.08,3318.66,3360,4,2697.66,212820.13,119584,115490,NULL,165,509-547-8864,08/11/2022,00:00.0
S226223,17/11/2022,07/08/2023,3504.83,126677.3,4014.38,491.65,1030,1,1145.53,146222.15,88520,87890,HF,134,509-547-8864,17/11/2022,00:00.0
S226224,17/11/2022,07/10/2023,4552.21,212964.86,4964.84,941.7,2370,2,2179.12,187373.98,108605,106920,HF,177,509-547-8864,17/11/2022,00:00.0
S228157,22/11/2022,07/08/2023,5285.24,210441.8,2167.81,1026.59,1020,1,1175.43,326612.2,183490,178070,ST,229,509-547-8864,22/11/2022,00:00.0
S228158,27/11/2022,08/09/2023,1419.27,71823.76,619.32,963.19,1360,1,1545.34,93842.12,52744,51280,ST,65,509-547-8864,27/11/2022,00:00.0
S226236,06/12/2022,08/09/2023,4507.83,231595.86,7258.92,152.33,1580,2,1254.46,260034.08,141940,130920,HF,214,509-547-8864,06/12/2022,00:00.0
S228171,12/12/2022,08/09/2023,2324.13,126164.21,1134.98,815.12,2980,3,2833.46,174223.36,96256,91590,ST,123,509-547-8864,12/12/2022,00:00.0
S228000,05/01/2022,29/06/2022,1818.22,98189.25,1388.81,310.71,870,1,297.5,158462.68,111356,111140,ST,128,509-547-8864,05/01/2022,00:00.0
S219093,07/07/2021,28/01/2022,262.31,37880.43,437.9,131.43,820,1,168,56788.98,74295,71510,X,68,509-547-8864,07/07/2021,00:00.0
S228147,14/11/2022,07/08/2023,1564.89,52730.71,379.18,792.95,1800,2,502.13,85377.6,47040,48570,NS,64,509-547-8864,14/11/2022,00:00.0
S227090,23/11/2022,08/11/2023,1494.49,53745.03,263.83,133.38,830,1,734.78,94230,52350,52350,NM,65,509-547-8864,23/11/2022,00:00.0
S226229,23/11/2022,13/07/2023,7004.61,262115.77,8693.27,182.09,2410,2,1291.96,479700,266500,266500,HF,301,509-547-8864,23/11/2022,00:00.0
S227096,27/11/2022,13/07/2023,1525.07,53211.46,396.12,395.81,1090,1,1058.7,109993.5,63310,63310,NM,71,509-547-8864,27/11/2022,00:00.0
S219516,29/12/2021,14/03/2023,8188.73,376618.33,7278.75,1215.48,5660,7,3163.75,173636.51,103935,101497,HF,300,509-547-8864,29/12/2021,00:00.0
S219517,29/12/2021,15/03/2023,8565.63,385299.83,7464.99,1267.88,4350,5,4173.03,177671.69,104105,101313,HF,308,509-547-8864,29/12/2021,00:00.0
S216207,29/06/2021,28/01/2022,884.74,98543.3,1315.1,213.33,730,1,739.27,128807.43,92450,92450,HF,118,509-547-8864,29/06/2021,00:00.0
S219092,20/06/2021,17/08/2022,3089.53,127904.47,2135.32,765.46,2120,3,289,42701.8,37132,35800,X,106,509-547-8864,20/06/2021,00:00.0
S229621,05/12/2022,06/11/2023,4608.99,280385.44,6987.69,809.84,1000,1,1191.91,190987.56,110306,106600,NULL,220,509-547-8864,05/12/2022,00:00.0
S227109,15/12/2022,13/07/2023,2814.08,126793.43,4390.1,482.26,2070,2,2446.87,204035.42,119717,119150,NULL,155,509-547-8864,15/12/2022,00:00.0
S228169,06/12/2022,13/07/2023,3450.7,127569.18,775.17,444,674,1,1153.56,349004.47,179440,179440,NS,174,509-547-8864,06/12/2022,00:00.0
S229144,06/12/2022,27/11/2023,4880.59,337002.1,2551.12,603.87,3445,5,4035.44,188230.26,157074,156720,X,240,509-547-8864,06/12/2022,NULL
S226240,14/12/2022,08/09/2023,1695.12,76106.76,1105.49,413.24,550,1,48.31,91437.9,53787,52880,NH,93,509-547-8864,14/12/2022,00:00.0
S229600,14/01/2022,14/03/2023,4810.43,253565.84,5328.99,296.69,1950,2,1769.23,130136.15,88980,88980,HF,185,509-547-8864,14/01/2022,00:00.0
S229105,14/01/2022,20/01/2023,3781.95,299524.77,2653.23,1071.54,4350,4,3458.81,171670.7,163464,162510,X,225,509-547-8864,14/01/2022,00:00.0
S228002,07/01/2022,14/09/2022,3101.13,172486.62,2048.19,610.63,760,1,826.61,263235.04,165056,164717,ST,192,509-547-8864,07/01/2022,00:00.0
S227100,01/12/2022,06/11/2023,1754.6,91471.7,2311.09,800.51,1140,2,181.88,76664.98,41419,39440,NULL,83,509-547-8864,01/12/2022,00:00.0
S228172,14/12/2022,08/09/2023,2299.12,134522.74,3387.67,607.25,1030,1,1227.83,172072.19,95894,93450,ST,125,509-547-8864,14/12/2022,00:00.0
S228180,19/12/2022,07/08/2023,3363.41,149151.3,4703.17,1552.42,1410,2,1018.38,0,140800,140800,ST,189,509-547-8864,19/12/2022,00:00.0
S229816,14/01/2022,12/06/2023,7393.9,328778.87,5702.91,1224.09,4980,5,4677.82,137490.25,86775,85730,ST,221,509-547-8864,14/01/2022,00:00.0
S228162,05/12/2022,12/06/2023,2179.87,96716.71,678.57,202.37,2609,2,3367.82,184574,119080,119080,ST,109,509-547-8864,05/12/2022,00:00.0
S228177,16/12/2022,13/11/2023,2621.49,142197.4,1355.2,824.85,5260,5,3362.74,208489.11,116438,116756,ST,143,509-547-8864,16/12/2022,00:00.0
